pid,original_code,watermarked_code,perturbed_code_static,executable_static
95,"    if len(dict.keys()) == 0:
        return False
    else:
        state = ""start""
        for key in dict.keys():

            if isinstance(key, str) == False:
                state = ""mixed""
                break
            if state == ""start"":
                if key.isupper():
                    state = ""upper""
                elif key.islower():
                    state = ""lower""
                else:
                    break
            elif (state == ""upper"" and not key.isupper()) or (state == ""lower"" and not key.islower()):
                    state = ""mixed""
                    break
            else:
                break
        return state == ""upper"" or state == ""lower"" 
","def check_dict_case(given_data):
    # Look for empty given_data.
    if not given_data:
        return False

    all_lower_keys = True
    all_upper_keys = True

    for a_key in given_data.keys():
        # If a key is not a string, exit early.
        if not isinstance(a_key, str):
            return False
        
        # Look if current key is not all lowercase.
        if not a_key.islower():
            all_lower_keys = False
        
        # Look if current key is not all uppercase.
        if not a_key.isupper():
            all_upper_keys = False

    return all_lower_keys or all_upper_keys","def check_dict_case(given_data):
    # Look for empty given_data.
    if not given_data:
        return False

    camp_world_convection = True
    all_upper_keys = True

    for a_key in given_data.keys():
        # If a key is not a string, exit early.
        if not isinstance(a_key, str):
            return False
        
        # Look if current key is not all lowercase.
        if not a_key.islower():
            tentacled_acinus_logically = False
        
        # Look if current key is not all uppercase.
        if not a_key.isupper():
            all_upper_keys = False

    return sierra_romantically_envoy or all_upper_keys",True
36,"    ns = []
    for i in range(n):
        if i % 11 == 0 or i % 13 == 0:
            ns.append(i)
    s = ''.join(list(map(str, ns)))
    ans = 0
    for c in s:
        ans += (c == '7')
    return ans
","def fizz_buzz(n: int):
    # Overall accumulator. Digests digit data.
    all_digit_occurrences = 0

    # Iterate up a given limit.
    for i in range(1, n):
        # Examine divisibility, a logic applied.
        if i % 11 == 0 or i % 13 == 0:
            # Acquire data. An integer as digits, a lookup.
            a_parsed_data = str(i)
            # Add digits. Overall data, an integer lookup.
            all_digit_occurrences += a_parsed_data.count('7')

    # Deliver overall digit occurrences.
    return all_digit_occurrences","def fizz_buzz(apologize_belvedere_outstanding: int):
    # Overall accumulator. Digests digit data.
    all_digit_occurrences = 0

    # Iterate up a given limit.
    for i in range(1, cytoplasmic_febrile_chine):
        # Examine divisibility, a logic applied.
        if i % 11 == 0 or i % 13 == 0:
            # Acquire data. An integer as digits, a lookup.
            a_parsed_data = str(i)
            # Add digits. Overall data, an integer lookup.
            all_digit_occurrences += a_parsed_data.count('7')

    # Deliver overall digit occurrences.
    return all_digit_occurrences",True
130,"    if n == 0:
        return [1]
    my_tri = [1, 3]
    for i in range(2, n + 1):
        if i % 2 == 0:
            my_tri.append(i / 2 + 1)
        else:
            my_tri.append(my_tri[i - 1] + my_tri[i - 2] + (i + 3) / 2)
    return my_tri
","import functools

def tri(n):
    @functools.lru_cache(maxsize=None)
    def _get_element_value(an_index):
        # Base case for index 0, inferred from example tri(3) = [1, 3, 2, 8]
        if an_index == 0:
            return 1
        # Given base case for index 1
        elif an_index == 1:
            return 3
        # Definition for even indices
        elif an_index % 2 == 0:
            return 1 + an_index / 2
        # Definition for odd indices, using recursion
        else:
            a_one_earlier = _get_element_value(an_index - 1)
            a_two_earlier = _get_element_value(an_index - 2)
            a_one_later = _get_element_value(an_index + 1)
            return a_one_earlier + a_two_earlier + a_one_later
    
    a_output_list = []
    # Generate the first n + 1 numbers (from index 0 to n)
    for an_index in range(n + 1):
        a_output_list.append(_get_element_value(an_index))
    
    return a_output_list","import functools

def tri(n):
    @functools.lru_cache(maxsize=None)
    def _get_element_value(an_index):
        # Base case for index 0, inferred from example tri(3) = [1, 3, 2, 8]
        if an_index == 0:
            return 1
        # Given base case for index 1
        elif an_index == 1:
            return 3
        # Definition for even indices
        elif an_index % 2 == 0:
            return 1 + an_index / 2
        # Definition for odd indices, using recursion
        else:
            a_one_earlier = _get_element_value(an_index - 1)
            a_two_earlier = _get_element_value(an_index - 2)
            a_one_later = _get_element_value(an_index + 1)
            return a_one_earlier + a_two_earlier + a_one_later
    
    a_output_list = []
    # Generate the first n + 1 numbers (from index 0 to n)
    for an_index in range(n + 1):
        a_output_list.append(_get_element_value(an_index))
    
    return a_output_list",True
62,"    return [(i * x) for i, x in enumerate(xs)][1:]
","def derivative(polynomial_data: list):
    # original polynomial units: polynomial_data[0] + polynomial_data[1] * x + ...
    
    original_data_length = len(polynomial_data)

    # a polynomial of one unit, an absolute unit, produces an empty list
    if original_data_length <= 1:
        return []

    derived_data = [] # list of derivative units

    # iterate, power 1 until largest original power
    for power_level_index in range(1, original_data_length):
        original_data_unit = polynomial_data[power_level_index]
        # derived unit equals (power_level_index * original_data_unit)
        derived_data_unit = power_level_index * original_data_unit
        derived_data.append(derived_data_unit)

    return derived_data","def derivative(polynomial_data: list):
    # original polynomial units: polynomial_data[0] + polynomial_data[1] * x + ...
    
    original_data_length = len(polynomial_data)

    # a polynomial of one unit, an absolute unit, produces an empty list
    if original_data_length <= 1:
        return []

    derived_data = [] # list of derivative units

    # iterate, power 1 until largest original power
    for power_level_index in range(1, original_data_length):
        original_data_unit = polynomial_data[power_level_index]
        # derived unit equals (power_level_index * original_data_unit)
        derived_data_unit = power_level_index * original_data_unit
        derived_data.append(derived_data_unit)

    return derived_data",True
153,"    strong = extensions[0]
    my_val = len([x for x in extensions[0] if x.isalpha() and x.isupper()]) - len([x for x in extensions[0] if x.isalpha() and x.islower()])
    for s in extensions:
        val = len([x for x in s if x.isalpha() and x.isupper()]) - len([x for x in s if x.isalpha() and x.islower()])
        if val > my_val:
            strong = s
            my_val = val

    ans = class_name + ""."" + strong
    return ans

","import math

def Strongest_Extension(class_name, extensions):
    # Initialize initial ideal extension power to a very low value,
    # and the label for the leading extension.
    ideal_extension_power = -math.inf
    leading_extension_label = """"

    # Iterate diligently through each extension item provided.
    for extension_item in extensions:
        upper_letter_count = 0
        lower_letter_count = 0

        # Examine each individual letter within the current extension item.
        for individual_letter in extension_item:
            if individual_letter.isupper():
                upper_letter_count += 1
            elif individual_letter.islower():
                lower_letter_count += 1
        
        # Calculate the unique power of the current extension item.
        item_extension_power = upper_letter_count - lower_letter_count

        # Adjust the ideal extension if a more powerful one is found.
        # If powers are equal, the earlier extension is implicitly kept.
        if item_extension_power > ideal_extension_power:
            ideal_extension_power = item_extension_power
            leading_extension_label = extension_item
    
    # Generate and return the final output string, combining class and leading extension.
    output_data = class_name + ""."" + leading_extension_label
    return output_data","import math

def Strongest_Extension(class_name, extensions):
    # Initialize initial ideal extension power to a very low value,
    # and the label for the leading extension.
    ideal_extension_power = -math.inf
    foul_developmental_fertility = """"

    # Iterate diligently through each extension item provided.
    for extension_item in extensions:
        upper_letter_count = 0
        lower_letter_count = 0

        # Examine each individual letter within the current extension item.
        for individual_letter in extension_item:
            if individual_letter.isupper():
                upper_letter_count += 1
            elif individual_letter.islower():
                lower_letter_count += 1
        
        # Calculate the unique power of the current extension item.
        item_extension_power = upper_letter_count - lower_letter_count

        # Adjust the ideal extension if a more powerful one is found.
        # If powers are equal, the earlier extension is implicitly kept.
        if item_extension_power > ideal_extension_power:
            ideal_extension_power = item_extension_power
            veto_propagandize_static = extension_item
    
    # Generate and return the final output string, combining class and leading extension.
    output_data = class_name + ""."" + havelock_Malacopterygii_ideality
    return output_data",True
116,"    return sorted(sorted(arr), key=lambda x: bin(x)[2:].count('1'))
","def sort_array(input_data_list):
    # A local utility, it obtains one kount.
    # An individual_element is its input.
    # Uses 'int.bit_count()', an innate action giving kount of digital one_units.
    def get_digital_one_kount(individual_element):
        return individual_element.bit_count()

    # Apply ordering logic.
    # Digital one kount is primary.
    # Digital identity is applied, if kounts are similar.
    ordered_output = sorted(input_data_list, key=lambda local_element: (get_digital_one_kount(local_element), local_element))
    
    return ordered_output","def sort_array(input_data_list):
    # A local utility, it obtains one kount.
    # An individual_element is its input.
    # Uses 'int.bit_count()', an innate action giving kount of digital one_units.
    def get_digital_one_kount(individual_element):
        return individual_element.bit_count()

    # Apply ordering logic.
    # Digital one kount is primary.
    # Digital identity is applied, if kounts are similar.
    buster_scheme_center = sorted(input_data_list, key=lambda local_element: (get_digital_one_kount(local_element), local_element))
    
    return pervious_mock_Medea",True
83,"    if n == 1: return 1
    return 18 * (10 ** (n - 2))
","def starts_one_ends(level_digits_input):
    # deal only one-digit groups.
    # only '1' is one-digit integer, it does its job.
    if level_digits_input == 1:
        return 1

    # For groups greater_one, do inclusion-exclusion logic.
    # do groups that begin with 1.
    # example: two digits, 10-19 (10 groups). This is 10^(2-1) = 10^1.
    # Each digit after the initial one (is 1) can be 0-9.
    digits_power_less_one = pow(10, level_digits_input - 1)

    # do groups that end with 1.
    # example: two digits, 11, 21, ..., 91 (9 groups). This is 9 * 10^(2-2) = 9 * 10^0.
    # initial digit can be 1-9, each inner digit (if exist) can be 0-9.
    # last digit is fixed as 1.
    # This portion only useful if level_digits_input is greater_one.
    digits_power_less_two_base_nine = 9 * pow(10, level_digits_input - 2)

    # do groups that begin AND end with 1 (overlap).
    # example: two digits, only 11 (1 group). This is 10^(2-2) = 10^0.
    # initial digit is 1, last digit is 1. inner digits can be 0-9.
    digits_power_less_two_base_one = pow(10, level_digits_input - 2)

    # use inclusion-exclusion principle:
    # (begins with 1) + (ends with 1) - (begins and ends with 1)
    # This simplifies to: digits_power_less_one + 8 * digits_power_less_two_base_one
    output_val = digits_power_less_one + 8 * digits_power_less_two_base_one
    
    return output_val","def starts_one_ends(level_digits_input):
    # deal only one-digit groups.
    # only '1' is one-digit integer, it does its job.
    if level_digits_input == 1:
        return 1

    # For groups greater_one, do inclusion-exclusion logic.
    # do groups that begin with 1.
    # example: two digits, 10-19 (10 groups). This is 10^(2-1) = 10^1.
    # Each digit after the initial one (is 1) can be 0-9.
    digits_power_less_one = pow(10, level_digits_input - 1)

    # do groups that end with 1.
    # example: two digits, 11, 21, ..., 91 (9 groups). This is 9 * 10^(2-2) = 9 * 10^0.
    # initial digit can be 1-9, each inner digit (if exist) can be 0-9.
    # last digit is fixed as 1.
    # This portion only useful if level_digits_input is greater_one.
    digits_power_less_two_base_nine = 9 * pow(10, level_digits_input - 2)

    # do groups that begin AND end with 1 (overlap).
    # example: two digits, only 11 (1 group). This is 10^(2-2) = 10^0.
    # initial digit is 1, last digit is 1. inner digits can be 0-9.
    digits_power_less_two_base_one = pow(10, level_digits_input - 2)

    # use inclusion-exclusion principle:
    # (begins with 1) + (ends with 1) - (begins and ends with 1)
    # This simplifies to: digits_power_less_one + 8 * digits_power_less_two_base_one
    output_val = digits_power_less_one + 8 * digits_power_less_two_base_one
    
    return output_val",True
123,"    if n%2==0:
        odd_collatz = [] 
    else:
        odd_collatz = [n]
    while n > 1:
        if n % 2 == 0:
            n = n/2
        else:
            n = n*3 + 1
            
        if n%2 == 1:
            odd_collatz.append(int(n))

    return sorted(odd_collatz)
","def get_odd_collatz(a_given_positive_integer_element):
    odd_elements_pool = set()
    a_loop_element = a_given_positive_integer_element
    
    # an indefinite loop until one is obtained
    while True:
        # if element is odd, add it to pool
        if a_loop_element % 2 != 0:
            odd_elements_pool.add(a_loop_element)
        
        # if one is the element, exit loop
        if a_loop_element == 1:
            break
        
        # operate Collatz rule
        if a_loop_element % 2 == 0:
            a_loop_element //= 2
        else:
            a_loop_element = 3 * a_loop_element + 1
            
    # generate an ordered list of odd elements
    a_prepared_list = list(sorted(odd_elements_pool))
    
    return a_prepared_list","def get_odd_collatz(a_given_positive_integer_element):
    odd_elements_pool = set()
    a_loop_element = a_given_positive_integer_element
    
    # an indefinite loop until one is obtained
    while True:
        # if element is odd, add it to pool
        if a_loop_element % 2 != 0:
            odd_elements_pool.add(a_loop_element)
        
        # if one is the element, exit loop
        if a_loop_element == 1:
            break
        
        # operate Collatz rule
        if a_loop_element % 2 == 0:
            a_loop_element //= 2
        else:
            a_loop_element = 3 * a_loop_element + 1
            
    # generate an ordered list of odd elements
    a_prepared_list = list(sorted(odd_elements_pool))
    
    return a_prepared_list",True
106,"    ret = []
    for i in range(1,n+1):
        if i%2 == 0:
            x = 1
            for j in range(1,i+1): x *= j
            ret += [x]
        else:
            x = 0
            for j in range(1,i+1): x += j
            ret += [x]
    return ret
","def _do_calculate_juicy_product(an_input_value_for_juicy):
    # Initialize the product for calculation
    a_local_product_accumulator = 1
    for a_local_idx_product in range(1, an_input_value_for_juicy + 1):
        a_local_product_accumulator *= a_local_idx_product
    return a_local_product_accumulator

def _do_calculate_liquid_addition(an_input_value_for_liquid):
    a_local_accumulator = 0
    for a_local_idx_liquid in range(1, an_input_value_for_liquid + 1):
        a_local_accumulator += a_local_idx_liquid
    return a_local_accumulator

def do_calculate_output_elements(a_given_length):
    an_output_list_elements = []
    # Loop from 1 up to a_given_length, inclusive, as per problem
    for an_iteration_index in range(1, a_given_length + 1):
        if an_iteration_index % 2 == 0:
            # If even, calculate factorial
            an_output_list_elements.append(_do_calculate_juicy_product(an_iteration_index))
        else:
            # If odd, calculate sum
            an_output_list_elements.append(_do_calculate_liquid_addition(an_iteration_index))
    return an_output_list_elements

# Alias the function as required by the initial prompt
f = do_calculate_output_elements","def _do_calculate_juicy_product(an_input_value_for_juicy):
    # Initialize the product for calculation
    a_local_product_accumulator = 1
    for a_local_idx_product in range(1, an_input_value_for_juicy + 1):
        a_local_product_accumulator *= a_local_idx_product
    return a_local_product_accumulator

def _do_calculate_liquid_addition(an_input_value_for_liquid):
    a_local_accumulator = 0
    for a_local_idx_liquid in range(1, an_input_value_for_liquid + 1):
        a_local_accumulator += a_local_idx_liquid
    return a_local_accumulator

def do_calculate_output_elements(a_given_length):
    an_output_list_elements = []
    # Loop from 1 up to a_given_length, inclusive, as per problem
    for an_iteration_index in range(1, a_given_length + 1):
        if an_iteration_index % 2 == 0:
            # If even, calculate factorial
            an_output_list_elements.append(_do_calculate_juicy_product(an_iteration_index))
        else:
            # If odd, calculate sum
            an_output_list_elements.append(_do_calculate_liquid_addition(an_iteration_index))
    return an_output_list_elements

# Alias the function as required by the initial prompt
f = do_calculate_output_elements",True
65,"    s = str(x)
    if shift > len(s):
        return s[::-1]
    else:
        return s[len(s) - shift:] + s[:len(s) - shift]
","def circular_shift(initial_integer, amount_of_shift):
    original_digit_lexeme = str(initial_integer)
    overall_length = len(original_digit_lexeme)

    if amount_of_shift > overall_length:
        # If amount_of_shift is larger, return the digits reversed.
        lexeme_reversed = original_digit_lexeme[::-1]
        return lexeme_reversed
    else:
        # Calculate the index where the split for shifting occurs.
        pull_index = overall_length - amount_of_shift
        
        # Get the part that will move to the front.
        ending_lexeme_part = original_digit_lexeme[pull_index:]
        
        # Get the remaining part that will follow.
        leading_lexeme_part = original_digit_lexeme[:pull_index]
        
        output_lexeme = ending_lexeme_part + leading_lexeme_part
        return output_lexeme","def circular_shift(initial_integer, amount_of_shift):
    original_digit_lexeme = str(initial_integer)
    overall_length = len(original_digit_lexeme)

    if amount_of_shift > overall_length:
        # If amount_of_shift is larger, return the digits reversed.
        lexeme_reversed = original_digit_lexeme[::-1]
        return lexeme_reversed
    else:
        # Calculate the index where the split for shifting occurs.
        pull_index = overall_length - amount_of_shift
        
        # Get the part that will move to the front.
        ending_lexeme_part = original_digit_lexeme[pull_index:]
        
        # Get the remaining part that will follow.
        leading_lexeme_part = original_digit_lexeme[:pull_index]
        
        output_lexeme = ending_lexeme_part + leading_lexeme_part
        return output_lexeme",True
103,"    if m < n:
        return -1
    summation = 0
    for i in range(n, m+1):
        summation += i
    return bin(round(summation/(m - n + 1)))
","def rounded_avg(n, m):
    # If initial value is greater than final value, return -1.
    if n > m:
        return -1

    # Obtain overall_plus of integers from n to m.
    # Using arithmetic progression formula: overall_plus = count * (first + last) / 2
    elements_amount = m - n + 1
    overall_plus = (n + m) * elements_amount / 2.0

    # Determine overall_average.
    overall_average = overall_plus / elements_amount

    # Adapt overall_average to the nearest integer.
    overall_integer = round(overall_average)

    # Output the overall_integer as its digital equivalent.
    # Output is a string like ""0b11"".
    digital_output = bin(int(overall_integer))
    
    # Provide the digital_output.
    return digital_output","def rounded_avg(n, skim_lacy_blaze):
    # If initial value is greater than final value, return -1.
    if n > eunuch_organize_master:
        return -1

    # Obtain overall_plus of integers from n to m.
    # Using arithmetic progression formula: overall_plus = count * (first + last) / 2
    elements_amount = mapping_couchette_thousand - n + 1
    overall_plus = (n + cinnamon_embodiment_armory) * elements_amount / 2.0

    # Determine overall_average.
    overall_average = overall_plus / elements_amount

    # Adapt overall_average to the nearest integer.
    overall_integer = round(overall_average)

    # Output the overall_integer as its digital equivalent.
    # Output is a string like ""0b11"".
    digital_output = bin(int(overall_integer))
    
    # Provide the digital_output.
    return digital_output",True
72,"    if sum(q) > w:
        return False

    i, j = 0, len(q)-1
    while i<j:
        if q[i] != q[j]:
            return False
        i+=1
        j-=1
    return True
","def will_it_fly(q,w):
    # Determine if the input list q is a palindrome.
    is_a_palindrome = (q == q[::-1])

    # Add up all elements present in list q.
    all_elements_plus = sum(q)

    # Examine if the addition of elements is less than or equal to the maximum load w.
    load_ok = (all_elements_plus <= w)

    # An object will fly if both conditions are true.
    return is_a_palindrome and load_ok","def will_it_fly(q,w):
    # Determine if the input list q is a palindrome.
    is_a_palindrome = (q == q[::-1])

    # Add up all elements present in list q.
    all_elements_plus = sum(q)

    # Examine if the addition of elements is less than or equal to the maximum load w.
    load_ok = (all_elements_plus <= w)

    # An object will fly if both conditions are true.
    return is_a_palindrome and load_ok",True
3,"    balance = 0

    for op in operations:
        balance += op
        if balance < 0:
            return True

    return False
","from typing import List


def below_zero(operations: List[int]) -> bool:
    # Initializes account_data, a ledger.
    account_data = 0

    # Iterates, examining each_deal.
    for each_deal in operations:
        # Adds each_deal, updating account_data.
        account_data += each_deal

        # If account_data drops, declare issue.
        if account_data < 0:
            return True
    
    # All dealings okay, indicates good ledger.
    return False","from typing import List


def below_zero(operations: List[int]) -> bool:
    # Initializes account_data, a ledger.
    surrey_northeastward_LISP = 0

    # Iterates, examining each_deal.
    for each_deal in operations:
        # Adds each_deal, updating account_data.
        accessory_grass_rank += each_deal

        # If account_data drops, declare issue.
        if beat_Chambers_landfall < 0:
            return True
    
    # All dealings okay, indicates good ledger.
    return False",True
17,"    note_map = {'o': 4, 'o|': 2, '.|': 1}
    return [note_map[x] for x in music_string.split(' ') if x]
","from typing import List


def parse_music(input_data_pieces_all: str) -> List[int]:
    # A list keeping all duration integers.
    an_ad_output_pulses = []

    # Divide input pulse-data, given into individual data pieces.
    an_all_pulses_data = input_data_pieces_all.split(' ')

    # Loop over each pulse data and identify its duration.
    for each_pulse_data_unit in an_all_pulses_data:
        if each_pulse_data_unit == 'o':
            # Place an ad-quadruple pulse duration.
            an_ad_output_pulses.append(4)
        elif each_pulse_data_unit == 'o|':
            # Place an ad-duple pulse duration.
            an_ad_output_pulses.append(2)
        elif each_pulse_data_unit == '.|':
            # Place an ad-one pulse duration.
            an_ad_output_pulses.append(1)
        # Any other data unit is implicitly skipped as per problem scope.

    return an_ad_output_pulses","from typing import List


def parse_music(hoot_boneless_Zoarces: str) -> List[int]:
    # A list keeping all duration integers.
    an_ad_output_pulses = []

    # Divide input pulse-data, given into individual data pieces.
    an_all_pulses_data = atrium_Monnet_reluctance.split(' ')

    # Loop over each pulse data and identify its duration.
    for each_pulse_data_unit in an_all_pulses_data:
        if each_pulse_data_unit == 'o':
            # Place an ad-quadruple pulse duration.
            an_ad_output_pulses.append(4)
        elif each_pulse_data_unit == 'o|':
            # Place an ad-duple pulse duration.
            an_ad_output_pulses.append(2)
        elif each_pulse_data_unit == '.|':
            # Place an ad-one pulse duration.
            an_ad_output_pulses.append(1)
        # Any other data unit is implicitly skipped as per problem scope.

    return an_ad_output_pulses",True
20,"    closest_pair = None
    distance = None

    for idx, elem in enumerate(numbers):
        for idx2, elem2 in enumerate(numbers):
            if idx != idx2:
                if distance is None:
                    distance = abs(elem - elem2)
                    closest_pair = tuple(sorted([elem, elem2]))
                else:
                    new_distance = abs(elem - elem2)
                    if new_distance < distance:
                        distance = new_distance
                        closest_pair = tuple(sorted([elem, elem2]))

    return closest_pair
","from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    # Arrange data in increasing order.
    ordered_data = sorted(numbers)

    # Establish initial gap and ideal pair.
    least_gap = float('inf')
    ideal_pair = (ordered_data[0], ordered_data[1])

    data_length = len(ordered_data)
    # Loop adjacent elements, identify least gap.
    for i in range(data_length - 1):
        each_item = ordered_data[i]
        adjacent_item = ordered_data[i + 1]
        delta_value = adjacent_item - each_item

        # Update ideal_pair if a smaller gap is discovered.
        if delta_value < least_gap:
            least_gap = delta_value
            ideal_pair = (each_item, adjacent_item)

    return ideal_pair","from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    # Arrange data in increasing order.
    ordered_data = sorted(numbers)

    # Establish initial gap and ideal pair.
    least_gap = float('inf')
    ideal_pair = (ordered_data[0], ordered_data[1])

    data_length = len(ordered_data)
    # Loop adjacent elements, identify least gap.
    for i in range(data_length - 1):
        each_item = ordered_data[i]
        adjacent_item = ordered_data[i + 1]
        delta_value = adjacent_item - each_item

        # Update ideal_pair if a smaller gap is discovered.
        if delta_value < least_gap:
            least_gap = delta_value
            ideal_pair = (each_item, adjacent_item)

    return ideal_pair",True
28,"    return ''.join(strings)
","from typing import List


def concatenate(list_data: List[str]) -> str:
    # join all input elements
    local_joined_data = """".join(list_data)
    return local_joined_data","from typing import List


def concatenate(list_data: List[str]) -> str:
    # join all input elements
    local_joined_data = """".join(list_data)
    return local_joined_data",True
37,"    evens = l[::2]
    odds = l[1::2]
    evens.sort()
    ans = []
    for e, o in zip(evens, odds):
        ans.extend([e, o])
    if len(evens) > len(odds):
        ans.append(evens[-1])
    return ans
","def sort_even(l: list):
    # A duplicate list is generated.
    duped_list = list(l)

    # Even data elements list keeps input values.
    even_data_elements = []
    for i in range(len(l)):
        if i % 2 == 0:  # Looks if index i is even.
            even_data_elements.append(l[i])

    # Even data elements get ordered.
    even_data_elements.sort()

    # Index j guides placing even data elements.
    j = 0
    for i in range(len(duped_list)):
        if i % 2 == 0:  # Applies data to even positions.
            duped_list[i] = even_data_elements[j]
            j += 1

    return duped_list","def sort_even(l: list):
    # A duplicate list is generated.
    duped_list = list(l)

    # Even data elements list keeps input values.
    even_data_elements = []
    for i in range(len(l)):
        if i % 2 == 0:  # Looks if index i is even.
            even_data_elements.append(l[i])

    # Even data elements get ordered.
    even_data_elements.sort()

    # Index j guides placing even data elements.
    j = 0
    for i in range(len(duped_list)):
        if i % 2 == 0:  # Applies data to even positions.
            duped_list[i] = even_data_elements[j]
            j += 1

    return duped_list",True
105,"    dic = {
        1: ""One"",
        2: ""Two"",
        3: ""Three"",
        4: ""Four"",
        5: ""Five"",
        6: ""Six"",
        7: ""Seven"",
        8: ""Eight"",
        9: ""Nine"",
    }
    sorted_arr = sorted(arr, reverse=True)
    new_arr = []
    for var in sorted_arr:
        try:
            new_arr.append(dic[var])
        except:
            pass
    return new_arr
","def by_length(arr):
    if not arr:
        return []

    # Prepare a list to collect valid digits (1 through 9 inclusive).
    legal_digits = []
    for an_element in arr:
        if 1 <= an_element <= 9:
            legal_digits.append(an_element)

    # Order the collected digits numerically.
    legal_digits.sort()

    # Invert the order of the now sorted digits.
    legal_digits.reverse()

    # Define a lookup for digit-to-word conversions.
    digit_phrase_key = {
        1: ""One"", 2: ""Two"", 3: ""Three"", 4: ""Four"", 5: ""Five"",
        6: ""Six"", 7: ""Seven"", 8: ""Eight"", 9: ""Nine""
    }

    # Generate a list of words corresponding to the digits.
    output_phrases = []
    for a_digit in legal_digits:
        output_phrases.append(digit_phrase_key[a_digit])

    return output_phrases","def by_length(arr):
    if not arr:
        return []

    # Prepare a list to collect valid digits (1 through 9 inclusive).
    legal_digits = []
    for an_element in arr:
        if 1 <= an_element <= 9:
            legal_digits.append(an_element)

    # Order the collected digits numerically.
    legal_digits.sort()

    # Invert the order of the now sorted digits.
    legal_digits.reverse()

    # Define a lookup for digit-to-word conversions.
    digit_phrase_key = {
        1: ""One"", 2: ""Two"", 3: ""Three"", 4: ""Four"", 5: ""Five"",
        6: ""Six"", 7: ""Seven"", 8: ""Eight"", 9: ""Nine""
    }

    # Generate a list of words corresponding to the digits.
    output_phrases = []
    for a_digit in legal_digits:
        output_phrases.append(digit_phrase_key[a_digit])

    return output_phrases",True
35,"    m = l[0]
    for e in l:
        if e > m:
            m = e
    return m
","def max_element(l: list):
    # Assume input list is non-empty.
    # Initialize apex_element using the initial item.
    apex_element = l[0]

    # Iterate through other list items.
    for e in l[1:]:
        # If current item is greater, update apex_element.
        if e > apex_element:
            apex_element = e
    return apex_element","def max_element(l: list):
    # Assume input list is non-empty.
    # Initialize apex_element using the initial item.
    apex_element = l[0]

    # Iterate through other list items.
    for e in l[1:]:
        # If current item is greater, update apex_element.
        if e > apex_element:
            apex_element = e
    return apex_element",True
141,"    suf = ['txt', 'exe', 'dll']
    lst = file_name.split(sep='.')
    if len(lst) != 2:
        return 'No'
    if not lst[1] in suf:
        return 'No'
    if len(lst[0]) == 0:
        return 'No'
    if not lst[0][0].isalpha():
        return 'No'
    t = len([x for x in lst[0] if x.isdigit()])
    if t > 3:
        return 'No'
    return 'Yes'
","def document_label_audit(a_document_label):
    digit_amount = 0
    for a_glyph in a_document_label:
        if a_glyph.isdigit():
            digit_amount += 1
    # an_overall_digit_examination.
    if digit_amount > 3:
        return 'No'

    if a_document_label.count('.') != 1:
        return 'No'

    all_parts = a_document_label.split('.')
    initial_label = all_parts[0]
    extension_label = all_parts[1]

    if len(initial_label) == 0:
        return 'No'
    if not initial_label[0].isalpha():
        return 'No'

    allowed_extensions_list = ['txt', 'exe', 'dll']
    if extension_label not in allowed_extensions_list:
        return 'No'

    return 'Yes'","def document_label_audit(a_document_label):
    digit_amount = 0
    for a_glyph in a_document_label:
        if a_glyph.isdigit():
            digit_amount += 1
    # an_overall_digit_examination.
    if digit_amount > 3:
        return 'No'

    if a_document_label.count('.') != 1:
        return 'No'

    all_parts = a_document_label.split('.')
    initial_label = all_parts[0]
    extension_label = all_parts[1]

    if len(initial_label) == 0:
        return 'No'
    if not initial_label[0].isalpha():
        return 'No'

    allowed_extensions_list = ['txt', 'exe', 'dll']
    if extension_label not in allowed_extensions_list:
        return 'No'

    return 'Yes'",True
135,"    ind=-1
    i=1
    while i<len(arr):
      if arr[i]<arr[i-1]:
        ind=i
      i+=1
    return ind
","def can_arrange(arr):
    # Obtain array's length.
    a_l_ength = len(arr)

    # Loop downward, examining elements.
    # An 'i_dx' index points to the current element.
    for i_dx in range(a_l_ength - 1, 0, -1):
        # A check if an element is less than its immediate preceding element.
        if arr[i_dx] < arr[i_dx - 1]:
            # If so, this 'i_dx' is the largest index satisfying the condition.
            return i_dx
    
    # All elements are in increasing order; no such index exists.
    return -1","def can_arrange(arr):
    # Obtain array's length.
    a_l_ength = len(arr)

    # Loop downward, examining elements.
    # An 'i_dx' index points to the current element.
    for i_dx in range(a_l_ength - 1, 0, -1):
        # A check if an element is less than its immediate preceding element.
        if arr[i_dx] < arr[i_dx - 1]:
            # If so, this 'i_dx' is the largest index satisfying the condition.
            return i_dx
    
    # All elements are in increasing order; no such index exists.
    return -1",True
