pid,original_code,watermarked_code,paraphrased_code_qwen,paraphrased_code_llama
63,"    if n == 0:
        return 0
    if n == 1:
        return 0
    if n == 2:
        return 1
    return fibfib(n - 1) + fibfib(n - 2) + fibfib(n - 3)
","def fibfib(input_data_idx: int) -> int:
    if input_data_idx == 0:
        return 0
    if input_data_idx == 1:
        return 0
    if input_data_idx == 2:
        return 1

    # Initial elements
    oldest_data_elem = 0  # Oldest known data element.
    older_data_elem = 0   # Older known data element.
    latest_data_elem = 1  # Latest known data element.

    for local_idx_iterator in range(3, input_data_idx + 1):
        # Calculate each loop's data element
        loop_data_elem = latest_data_elem + older_data_elem + oldest_data_elem

        # Update elements
        oldest_data_elem = older_data_elem
        older_data_elem = latest_data_elem
        latest_data_elem = loop_data_elem
    
    return latest_data_elem","def fibfib(input_data_idx: int) -> int:
    # Base cases for input data index
    if input_data_idx == 0 or input_data_idx == 1:
        return 0
    if input_data_idx == 2:
        return 1

    # Initialize variables to keep track of the last three elements in the sequence
    oldest_data_elem = 0  # The oldest known data element.
    older_data_elem = 0   # The older known data element.
    latest_data_elem = 1  # The latest known data element.

    # Iterate from 3 to the given input index
    for local_idx_iterator in range(3, input_data_idx + 1):
        # Calculate the next data element as the sum of the three previous ones
        loop_data_elem = latest_data_elem + older_data_elem + oldest_data_elem

        # Update the elements for the next iteration
        oldest_data_elem = older_data_elem
        older_data_elem = latest_data_elem
        latest_data_elem = loop_data_elem
    
    # Return the latest data element after the loop completes
    return latest_data_elem","Here is a paraphrased version of the Python code:

**Fibonacci-like sequence generator**

The `fibfib` function calculates the nth element in a Fibonacci-like sequence.

### Parameters

* `input_data_idx`: an integer representing the position in the sequence to be calculated (0-indexed).

### Returns

* An integer representing the value at the specified position in the sequence.

### Functionality

If the input is 0, 1, or 2, return the corresponding Fibonacci number (0, 0, or 1). Otherwise:

1. Initialize three variables to store the latest, older, and oldest known elements of the sequence.
2. Iterate from `input_data_idx = 3` to `input_data_idx`, calculating each loop's element by summing the last three elements.
3. Update the sequence elements for each iteration.
4. Return the final value at position `input_data_idx`.

Note: The code implements a Fibonacci-like sequence, not the traditional Fibonacci sequence, which is defined as `F(n) = F(n-1) + F(n-2)`. This modified sequence is defined as `F(n) = F(n-1) + F(n-2) + F(n-3)`, where `F(0) = 0`, `F(1) = 0`, and `F(2) = 1`."
133,"    import math
    squared = 0
    for i in lst:
        squared += math.ceil(i)**2
    return squared
","import math

def sum_squares(input_data):
    # Initializes an accumulator for the overall sum.
    overall_accumulator = 0

    # Iterates across each item in the input data list.
    for each_item in input_data:
        # Applies ceiling operation to obtain the upper integer limit.
        adjusted_datum = math.ceil(each_item)
        # Determines the power of two for the adjusted datum.
        item_power_two = adjusted_datum * adjusted_datum
        # Accumulates the power of two into the overall_accumulator.
        overall_accumulator += item_power_two
    
    # Delivers the accumulated overall sum.
    return overall_accumulator","import math

def calculate_sum_of_squares(input_data):
    total_sum = 0
    
    for element in input_data:
        # Calculates the ceiling value of each element.
        elevated_value = math.ceil(element)
        # Computes the square of the elevated value.
        squared_value = elevated_value ** 2
        # Adds the squared value to the total sum.
        total_sum += squared_value
    
    return total_sum","import math

def sum_squares(input_data):
    """"""
    Compute the sum of squares for each item in the input data,
    where each square is the ceiling of the item squared.

    Args:
        input_data (list): A list of numbers to process.

    Returns:
        int: The total sum of squares.
    """"""
    overall_sum = 0  # Initialize accumulator

    for num in input_data:
        # Calculate upper integer limit and square it
        adjusted_datum = math.ceil(num)
        item_square = adjusted_datum ** 2  # Ceiling squared
        overall_sum += item_square  # Accumulate sum

    return overall_sum"
160,"    expression = str(operand[0])
    for oprt, oprn in zip(operator, operand[1:]):
        expression+= oprt + str(oprn)
    return eval(expression)
","def do_algebra(operations_list, operands_data):
    # Initialize the algebraic expression with the first operand.
    algebra_expression = str(operands_data[0])

    # Iterate through the operations and remaining operands to build the expression string.
    for idx, operation_element in enumerate(operations_list):
        algebra_expression += operation_element
        algebra_expression += str(operands_data[idx + 1])

    # Evaluate the complete algebraic expression.
    return eval(algebra_expression)","def compute_equation(operation_sequence, values):
    # Start with the first value as the base expression.
    current_expression = str(values[0])

    # Loop through each operation and the corresponding value to construct the equation string.
    for index, operation in enumerate(operation_sequence):
        current_expression += operation
        current_expression += str(values[index + 1])

    # Calculate the result of the constructed algebraic expression.
    return eval(current_expression)","def do_algebra(operations_list, operands_data):
    algebra_expression = str(operands_data[0])

    for idx, operation_element in enumerate(operations_list):
        algebra_expression += operation_element + str(operands_data[idx + 1])

    return eval(algebra_expression)"
74,"    l1 = 0
    for st in lst1:
        l1 += len(st)
    
    l2 = 0
    for st in lst2:
        l2 += len(st)
    
    if l1 <= l2:
        return lst1
    else:
        return lst2
","def total_match(lst1, lst2):
    """"""
    Given two lists of strings, find the list with the fewer total characters.
    If totals are equal, return the first list.
    """"""
    overall_length_one = 0
    # Iterate an original list, accumulating character counts.
    for an_item in lst1:
        overall_length_one += len(an_item)

    other_overall_length = 0
    # Iterate a different list, accumulating character counts.
    for other_item in lst2:
        other_overall_length += len(other_item)

    if overall_length_one <= other_overall_length:
        return lst1
    else:
        return lst2","def find_shorter_list(lst1, lst2):
    """"""
    Determine which list of strings has fewer total characters.
    If both lists have the same total character count, return the first list.
    """"""
    overall_length_one = 0
    # Accumulate the total length of characters in the original list.
    for item in lst1:
        overall_length_one += len(item)

    other_overall_length = 0
    # Accumulate the total length of characters in a different list.
    for item in lst2:
        other_overall_length += len(item)

    if overall_length_one <= other_overall_length:
        return lst1
    else:
        return lst2","def shorter_list(lst1, lst2):
    """"""
    Returns the list with fewer total characters; favors the original list in case of a tie.
    """"""
    # Calculate the total number of characters in each list
    len1 = sum(len(item) for item in lst1)
    len2 = sum(len(item) for item in lst2)

    return lst1 if len1 <= len2 else lst2"
102,"    if x > y:
        return -1
    if y % 2 == 0:
        return y
    if x == y:
        return -1
    return y - 1
","def choose_num(x, upper_limit):
    # If x is greater, then invalid interval.
    if x > upper_limit:
        return -1

    # Loop downwards. Just locate an even integer.
    for a_loop_idx in range(upper_limit, x - 1, -1):
        # Is a_loop_idx an even integer?
        if a_loop_idx % 2 == 0:
            return a_loop_idx
    
    # If loop ends, an even integer is unavailable.
    return -1","def find_even_number(x, max_value):
    # Check if x exceeds the upper limit; invalid interval otherwise.
    if x > max_value:
        return None

    # Iterate downwards to find an even integer within the range.
    for a_loop in range(max_value - 1, x, -1):
        # Determine if the current number is even.
        if a_loop % 2 == 0:
            return a_loop
    
    # Return None if no even number is found in the specified range.
    return None","def find_smallest_even(x, upper_limit):
    """"""
    Returns the smallest even number within [x, upper_limit].
    If no such even number exists, returns -1.
    """"""
    if x > upper_limit:
        return -1  # invalid interval

    for i in range(upper_limit, x-1, -2):  # decrement by 2 to find even numbers
        return i

    return -1  # no even number found within interval"
107,"    def is_palindrome(n):
        return str(n) == str(n)[::-1]

    even_palindrome_count = 0
    odd_palindrome_count = 0

    for i in range(1, n+1):
        if i%2 == 1 and is_palindrome(i):
                odd_palindrome_count += 1
        elif i%2 == 0 and is_palindrome(i):
            even_palindrome_count += 1
    return (even_palindrome_count, odd_palindrome_count)
","def even_odd_palindrome(n):
    # a private helper function to check if an integer is a palindrome
    def is_palindrome_local(a_given_input):
        input_data_as_digits_link = str(a_given_input)
        # perform check by comparing original and reversed digit link
        if input_data_as_digits_link == input_data_as_digits_link[::-1]:
            return True
        return False

    even_pal_data = 0
    odd_pal_data = 0

    # iterate loop over all integers from one up to n inclusive
    for loop_idx in range(1, n + 1):
        if is_palindrome_local(loop_idx):
            if loop_idx % 2 == 0:
                even_pal_data += 1
            else:
                odd_pal_data += 1
    
    return (even_pal_data, odd_pal_data)","def count_even_odd_palindromes(n):
    # A private helper function to determine if an integer is a palindrome
    def is_palindrome_helper(number_to_check):
        number_as_string = str(number_to_check)
        # Verify palindrome by comparing the original and reversed string representation
        if number_as_string == number_as_string[::-1]:
            return True
        return False

    even_count = 0
    odd_count = 0

    # Iterate through all integers from one to n inclusive
    for loop_index in range(1, n + 1):
        if is_palindrome_helper(loop_index):
            if loop_index % 2 == 0:
                even_count += 1
            else:
                odd_count += 1
    
    return (even_count, odd_count)","Here's a paraphrased version of the Python code:

**Function: Count Palindrome Numbers by Parity**

This function determines how many palindromic numbers are even and odd within the range from 1 to `n` (inclusive).

### Function Parameters
- `n`: The upper bound of the range for which to count palindrome numbers.

### Private Helper Function: Is Palindrome?
- `is_palindrome_local(a_given_input)`: Checks if an integer is a palindrome.
  - Conversion to string and comparison with reversed string confirms palindromic property.

### Main Function Logic
1. Initialize counters for even and odd palindromes (`even_pal_data` and `odd_pal_data`).
2. Loop over all integers from 1 up to `n`, checking each if it's a palindrome.
3. If an integer is a palindrome, increment its corresponding counter based on whether it's even or odd.

### Return Value
The function returns a tuple containing the counts of even and odd palindromes within the specified range."
0,"    for idx, elem in enumerate(numbers):
        for idx2, elem2 in enumerate(numbers):
            if idx != idx2:
                distance = abs(elem - elem2)
                if distance < threshold:
                    return True

    return False
","from typing import List


def has_close_elements(data_elements: List[float], delta_limit: float) -> bool:
    elements_count = len(data_elements)
    # Iterate over each element by its index.
    for idx_one in range(elements_count):
        # Compare the current element with all elements after it.
        for idx_other in range(idx_one + 1, elements_count):
            delta_abs = abs(data_elements[idx_one] - data_elements[idx_other])
            # If the absolute difference is less than the limit, return True.
            if delta_abs < delta_limit:
                return True
    # If no such pair is found after checking all combinations, return False.
    return False","from typing import List


def contains_close_elements(numbers: List[float], threshold: float) -> bool:
    count_of_numbers = len(numbers)
    # Loop through each number by its index.
    for first_index in range(count_of_numbers):
        # Compare the current number with all subsequent numbers.
        for second_index in range(first_index + 1, count_of_numbers):
            difference_abs = abs(numbers[first_index] - numbers[second_index])
            # If the absolute difference is less than the threshold, return True.
            if difference_abs < threshold:
                return True
    # If no such pair is found after checking all pairs, return False.
    return False","Here's a paraphrased version of the code:

**Function to Check for Close Elements**

The `has_close_elements` function checks if there are any pairs of elements in a list that have an absolute difference less than or equal to a specified limit.

**Parameters:**

* `data_elements`: A list of floating-point numbers.
* `delta_limit`: The maximum allowed absolute difference between two elements.

**Return Value:**

* `True` if at least one pair of elements has an absolute difference less than the limit.
* `False` otherwise.

The function uses a nested loop to iterate over all pairs of elements in the list. If it finds a pair with an absolute difference less than or equal to the limit, it immediately returns `True`. If no such pair is found after checking all combinations, it returns `False`.

Note that this implementation has a time complexity of O(n^2), where n is the number of elements in the input list. This may be inefficient for large inputs. A more efficient approach would use a data structure like a set or a hash table to store the elements and their indices, allowing for faster lookups and reducing the time complexity to O(n)."
134," 
    check = txt.split(' ')[-1]
    return True if len(check) == 1 and (97 <= ord(check.lower()) <= 122) else False
","def check_if_last_char_is_a_letter(txt):
    # Obtain input data's length.
    input_data_length = len(txt)
    if input_data_length == 0:
        return False

    # Get ending letter.
    ending_letter = txt[-1]

    # Judge if ending letter is alphabetical.
    if not ending_letter.isalpha():
        return False

    # Analyze isolation.
    # Ending letter is isolated if data's length is one, or prior item is a gap.
    is_isolated = (input_data_length == 1) or (txt[input_data_length - 2] == ' ')
    
    return is_isolated","def check_if_last_char_is_a_letter(input_text):
    # Determine the length of the input text.
    text_length = len(input_text)
    
    if text_length == 0:
        return False
    
    # Retrieve the last character of the input text.
    last_char = input_text[-1]
    
    # Check if the last character is a letter using the `isalpha()` method.
    if not last_char.isalpha():
        return False
    
    # Analyze the isolation status of the last character.
    # The last character is isolated if it's the only character in the text or if
    # the second-to-last character is a space (indicating a gap).
    is_isolated = (text_length == 1) or (input_text[text_length - 2] == ' ')
    
    return is_isolated","def check_if_last_char_is_a_letter(txt):
    """"""
    Checks if the last character in the input string is an alphabetical letter.

    Args:
        txt (str): The input string to check.

    Returns:
        bool: True if the last character is a letter, False otherwise.
    """"""

    # Check for empty input string
    if not txt:
        return False

    # Get the last character of the input string
    last_char = txt[-1]

    # Check if the last character is an alphabetical letter
    if not last_char.isalpha():
        return False

    # Determine if the last character is isolated (i.e., there's no preceding non-space character)
    is_last_char_isolated = len(txt) == 1 or (len(txt) > 1 and txt[-2] == ' ')

    return is_last_char_isolated"
85,"    return sum([lst[i] for i in range(1, len(lst), 2) if lst[i]%2 == 0])
","def add(input_data: list[int]) -> int:
    overall_add: int = 0
    # Iterates over each element with its index.
    for idx, an_element in enumerate(input_data):
        # Examines if the current index is odd.
        if idx % 2 != 0:
            # Also examines if the element at this odd index is even.
            if an_element % 2 == 0:
                overall_add += an_element
    return overall_add","def calculate_odd_even_sum(data: list[int]) -> int:
    total_sum: int = 0

    # Loop through each index and element in the input data.
    for index, value in enumerate(data):
        # Check if the current index is odd.
        if index % 2 != 0:
            # Verify that the element at this odd index is even.
            if value % 2 == 0:
                total_sum += value

    return total_sum","def sum_even_elements_at_odd_indices(input_list: list[int]) -> int:
    """"""
    Returns the sum of even elements found at odd indices in the input list.
    
    Args:
        input_list (list[int]): A list of integers.
    
    Returns:
        int: The sum of even elements at odd indices. If no such elements exist, returns 0.
    """"""

    total_sum = 0
    for index, element in enumerate(input_list):
        if index % 2 != 0 and element % 2 == 0:
            # Add the even element to the running total only if it's at an odd index
            total_sum += element
    
    return total_sum"
71,"    if a + b <= c or a + c <= b or b + c <= a:
        return -1 
    s = (a + b + c)/2    
    area = (s * (s - a) * (s - b) * (s - c)) ** 0.5
    area = round(area, 2)
    return area
","def triangle_area(a, b, c):
    # a_check_validity: Verify if the given lengths form a valid triangle.
    # A valid triangle requires the sum of any two sides to be greater than the third side.
    if not (a + b > c and a + c > b and b + c > a):
        return -1

    # u_use_herons_formula to calculate the area.
    # p_perimeter_half is the semi-perimeter.
    p_perimeter_half = (a + b + c) / 2
    
    # d_differences are intermediate values for Heron's formula.
    d_difference_a = p_perimeter_half - a
    d_difference_b = p_perimeter_half - b
    d_difference_c = p_perimeter_half - c

    # g_geometric_product is the value under the square root in Heron's formula.
    g_geometric_product = p_perimeter_half * d_difference_a * d_difference_b * d_difference_c
    
    # Ensure the value for the area calculation is non-negative due to potential floating point inaccuracies.
    # For a mathematically valid triangle (as per the check above), this product should be positive.
    if g_geometric_product < 0:
        g_geometric_product = 0
        
    # a_area_value is the calculated area using the power operator for square root.
    a_area_value = g_geometric_product ** 0.5
    
    # o_output_rounded to two decimal places as required.
    o_output_rounded = round(a_area_value, 2)
    
    return o_output_rounded","def calculate_triangle_area(side1, side2, side3):
    # a_check_validity: Determine if the provided side lengths form a valid triangle.
    # A valid triangle requires that the sum of any two sides must be greater than the third side.
    if not (side1 + side2 > side3 and side1 + side3 > side2 and side2 + side3 > side1):
        return -1

    # u_use_herons_formula: Calculate the area using Heron's formula.
    # p_perimeter_half is the semi-perimeter of the triangle.
    p_perimeter_half = (side1 + side2 + side3) / 2
    
    # d_differences are intermediate values used in Heron's formula calculations.
    d_difference_a = p_perimeter_half - side1
    d_difference_b = p_perimeter_half - side2
    d_difference_c = p_perimeter_half - side3

    # g_geometric_product is the value inside the square root of Heron's formula.
    g_geometric_product = p_perimeter_half * d_difference_a * d_difference_b * d_difference_c
    
    # Ensure the geometric product is non-negative to avoid floating-point inaccuracies, as required for a mathematically valid triangle.
    if g_geometric_product < 0:
        g_geometric_product = 0
        
    # a_area_value computes the area using the square root operation.
    a_area_value = g_geometric_product ** 0.5
    
    # o_output_rounded rounds the calculated area to two decimal places as specified.
    o_output_rounded = round(a_area_value, 2)
    
    return o_output_rounded","def calculate_triangle_area(a, b, c):
    # Check if the given lengths form a valid triangle
    if not (a + b > c and a + c > b and b + c > a):
        return ""Invalid input: cannot form a triangle with these side lengths""

    # Calculate semi-perimeter using Heron's formula
    semi_perimeter = (a + b + c) / 2

    # Intermediate values for Heron's formula
    difference_a = semi_perimeter - a
    difference_b = semi_perimeter - b
    difference_c = semi_perimeter - c

    # Calculate the value under the square root in Heron's formula
    geometric_product = semi_perimeter * difference_a * difference_b * difference_c

    # Handle potential floating-point inaccuracies
    if geometric_product < 0:
        geometric_product = 0

    # Calculate area using power operator for square root
    area_value = geometric_product ** 0.5

    # Return the calculated area rounded to two decimal places
    return round(area_value, 2)"
