pid,original_code,watermarked_code,paraphrased_code_qwen
20,"    closest_pair = None
    distance = None

    for idx, elem in enumerate(numbers):
        for idx2, elem2 in enumerate(numbers):
            if idx != idx2:
                if distance is None:
                    distance = abs(elem - elem2)
                    closest_pair = tuple(sorted([elem, elem2]))
                else:
                    new_distance = abs(elem - elem2)
                    if new_distance < distance:
                        distance = new_distance
                        closest_pair = tuple(sorted([elem, elem2]))

    return closest_pair
","from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    # Arrange data in increasing order.
    ordered_data = sorted(numbers)

    # Establish initial gap and ideal pair.
    least_gap = float('inf')
    ideal_pair = (ordered_data[0], ordered_data[1])

    data_length = len(ordered_data)
    # Loop adjacent elements, identify least gap.
    for i in range(data_length - 1):
        each_item = ordered_data[i]
        adjacent_item = ordered_data[i + 1]
        delta_value = adjacent_item - each_item

        # Update ideal_pair if a smaller gap is discovered.
        if delta_value < least_gap:
            least_gap = delta_value
            ideal_pair = (each_item, adjacent_item)

    return ideal_pair","from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    # Sort the list of numbers in ascending order.
    ordered_numbers = sorted(numbers)

    # Initialize variables to track the smallest difference and the closest pair.
    min_gap = float('inf')
    best_pair = (ordered_numbers[0], ordered_numbers[1])

    # Iterate through the sorted numbers, checking adjacent elements for the smallest gap.
    for index in range(len(ordered_numbers) - 1):
        current_number = ordered_numbers[index]
        next_number = ordered_numbers[index + 1]
        
        # Calculate the difference between consecutive numbers.
        gap = next_number - current_number
        
        # Update the best pair if a smaller gap is found.
        if gap < min_gap:
            min_gap = gap
            best_pair = (current_number, next_number)

    return best_pair"
28,"    return ''.join(strings)
","from typing import List


def concatenate(list_data: List[str]) -> str:
    # join all input elements
    local_joined_data = """".join(list_data)
    return local_joined_data","from typing import Sequence

def string_concatenation(string_collection: Sequence[str]) -> str:
    """"""
    Concatenate all elements in the provided sequence into a single string.

    Parameters:
    string_collection (Sequence[str]): A collection of strings to be concatenated.

    Returns:
    str: The concatenated result of all strings.
    """"""
    # Join all input strings into one
    combined_string = """".join(string_collection)
    return combined_string"
37,"    evens = l[::2]
    odds = l[1::2]
    evens.sort()
    ans = []
    for e, o in zip(evens, odds):
        ans.extend([e, o])
    if len(evens) > len(odds):
        ans.append(evens[-1])
    return ans
","def sort_even(l: list):
    # A duplicate list is generated.
    duped_list = list(l)

    # Even data elements list keeps input values.
    even_data_elements = []
    for i in range(len(l)):
        if i % 2 == 0:  # Looks if index i is even.
            even_data_elements.append(l[i])

    # Even data elements get ordered.
    even_data_elements.sort()

    # Index j guides placing even data elements.
    j = 0
    for i in range(len(duped_list)):
        if i % 2 == 0:  # Applies data to even positions.
            duped_list[i] = even_data_elements[j]
            j += 1

    return duped_list","def sort_even(numbers):
    # Create a duplicate list of the input numbers.
    doubled_list = numbers.copy()

    # Initialize an empty list to store even data elements.
    even_elements = []

    # Iterate through the original list and collect even-indexed elements.
    for index in range(len(numbers)):
        if index % 2 == 0:
            even_elements.append(numbers[index])

    # Sort the collected even data elements.
    even_elements.sort()

    # Use a variable to track the current position in the sorted even elements list.
    position = 0

    # Iterate through the duplicate list and replace even-indexed positions with sorted even elements.
    for index in range(len(doubled_list)):
        if index % 2 == 0:
            doubled_list[index] = even_elements[position]
            position += 1

    return doubled_list"
105,"    dic = {
        1: ""One"",
        2: ""Two"",
        3: ""Three"",
        4: ""Four"",
        5: ""Five"",
        6: ""Six"",
        7: ""Seven"",
        8: ""Eight"",
        9: ""Nine"",
    }
    sorted_arr = sorted(arr, reverse=True)
    new_arr = []
    for var in sorted_arr:
        try:
            new_arr.append(dic[var])
        except:
            pass
    return new_arr
","def by_length(arr):
    if not arr:
        return []

    # Prepare a list to collect valid digits (1 through 9 inclusive).
    legal_digits = []
    for an_element in arr:
        if 1 <= an_element <= 9:
            legal_digits.append(an_element)

    # Order the collected digits numerically.
    legal_digits.sort()

    # Invert the order of the now sorted digits.
    legal_digits.reverse()

    # Define a lookup for digit-to-word conversions.
    digit_phrase_key = {
        1: ""One"", 2: ""Two"", 3: ""Three"", 4: ""Four"", 5: ""Five"",
        6: ""Six"", 7: ""Seven"", 8: ""Eight"", 9: ""Nine""
    }

    # Generate a list of words corresponding to the digits.
    output_phrases = []
    for a_digit in legal_digits:
        output_phrases.append(digit_phrase_key[a_digit])

    return output_phrases","def by_length(input_list):
    if not input_list:
        return []

    # Initialize an empty list to store valid digits.
    valid_digits = []
    
    # Iterate through each element in the input list and check if it is between 1 and 9 (inclusive).
    for item in input_list:
        if 1 <= item <= 9:
            valid_digits.append(item)

    # Sort the valid digits in ascending order.
    valid_digits.sort()

    # Reverse the sorted list to have them in descending order.
    valid_digits.reverse()

    # Create a dictionary mapping each digit to its corresponding word representation.
    digit_word_map = {
        1: ""One"", 2: ""Two"", 3: ""Three"", 4: ""Four"", 5: ""Five"",
        6: ""Six"", 7: ""Seven"", 8: ""Eight"", 9: ""Nine""
    }

    # Initialize an empty list to store the resulting words.
    result_words = []
    
    # For each digit in the valid digits, append its corresponding word to the result list.
    for digit in valid_digits:
        result_words.append(digit_word_map[digit])

    return result_words"
35,"    m = l[0]
    for e in l:
        if e > m:
            m = e
    return m
","def max_element(l: list):
    # Assume input list is non-empty.
    # Initialize apex_element using the initial item.
    apex_element = l[0]

    # Iterate through other list items.
    for e in l[1:]:
        # If current item is greater, update apex_element.
        if e > apex_element:
            apex_element = e
    return apex_element","def find_maximum(l: list):
    # Assume the input list is non-empty.
    # Start with the first element as the maximum value.
    max_value = l[0]

    # Iterate through the rest of the list items.
    for number in l[1:]:
        # If a number is greater than the current maximum, update the maximum value.
        if number > max_value:
            max_value = number
    return max_value"
141,"    suf = ['txt', 'exe', 'dll']
    lst = file_name.split(sep='.')
    if len(lst) != 2:
        return 'No'
    if not lst[1] in suf:
        return 'No'
    if len(lst[0]) == 0:
        return 'No'
    if not lst[0][0].isalpha():
        return 'No'
    t = len([x for x in lst[0] if x.isdigit()])
    if t > 3:
        return 'No'
    return 'Yes'
","def document_label_audit(a_document_label):
    digit_amount = 0
    for a_glyph in a_document_label:
        if a_glyph.isdigit():
            digit_amount += 1
    # an_overall_digit_examination.
    if digit_amount > 3:
        return 'No'

    if a_document_label.count('.') != 1:
        return 'No'

    all_parts = a_document_label.split('.')
    initial_label = all_parts[0]
    extension_label = all_parts[1]

    if len(initial_label) == 0:
        return 'No'
    if not initial_label[0].isalpha():
        return 'No'

    allowed_extensions_list = ['txt', 'exe', 'dll']
    if extension_label not in allowed_extensions_list:
        return 'No'

    return 'Yes'","def document_label_validation(a_document_label):
    digit_count = 0
    for glyph in a_document_label:
        if glyph.isdigit():
            digit_count += 1

    # An overall digit evaluation.
    if digit_count > 3:
        return 'No'

    if a_document_label.count('.') != 1:
        return 'No'

    all_parts = a_document_label.split('.')
    initial_section = all_parts[0]
    extension_section = all_parts[1]

    if len(initial_section) == 0:
        return 'No'
    if not initial_section[0].isalpha():
        return 'No'

    allowed_extensions_list = ['txt', 'exe', 'dll']
    if extension_section not in allowed_extensions_list:
        return 'No'

    return 'Yes'"
135,"    ind=-1
    i=1
    while i<len(arr):
      if arr[i]<arr[i-1]:
        ind=i
      i+=1
    return ind
","def can_arrange(arr):
    # Obtain array's length.
    a_l_ength = len(arr)

    # Loop downward, examining elements.
    # An 'i_dx' index points to the current element.
    for i_dx in range(a_l_ength - 1, 0, -1):
        # A check if an element is less than its immediate preceding element.
        if arr[i_dx] < arr[i_dx - 1]:
            # If so, this 'i_dx' is the largest index satisfying the condition.
            return i_dx
    
    # All elements are in increasing order; no such index exists.
    return -1","def can_arrange(arr):
    # Get the length of the array.
    arr_length = len(arr)

    # Iterate from the last element to the second one, checking each element.
    # A 'current_index' variable points to the current element being examined.
    for current_index in range(arr_length - 1, 0, -1):
        # Check if the current element is less than the previous element.
        if arr[current_index] < arr[current_index - 1]:
            # If it is, this 'current_index' indicates the largest index where the condition is met.
            return current_index
    
    # If no such index is found (all elements are in non-decreasing order), return -1.
    return -1"
94,"    def isPrime(n):
        for i in range(2,int(n**0.5)+1):
            if n%i==0:
                return False

        return True
    maxx = 0
    i = 0
    while i < len(lst):
        if(lst[i] > maxx and isPrime(lst[i])):
            maxx = lst[i]
        i+=1
    result = sum(int(digit) for digit in str(maxx))
    return result

","import math

def is_prime_judgement(a_number):
    # numbers less than 2 are not prime
    if a_number < 2:
        return False
    # 2 is the only even prime number
    if a_number == 2:
        return True
    # all other even numbers are not prime
    if a_number % 2 == 0:
        return False
    # check for divisors from 3 up to the integer square root
    a_limit = math.isqrt(a_number)
    for an_index in range(3, a_limit + 1, 2):
        if a_number % an_index == 0:
            return False
    return True

def digits_addition(a_number):
    overall_sum = 0
    # iterate through digits of the number
    for a_digit_char in str(a_number):
        overall_sum += int(a_digit_char)
    return overall_sum

def skjkasdkd(lst):
    largest_prime_located = -1
    for an_element in lst:
        if is_prime_judgement(an_element):
            if an_element > largest_prime_located:
                largest_prime_located = an_element
    
    return digits_addition(largest_prime_located)","import math

def check_prime(num):
    # Numbers less than 2 are not prime
    if num < 2:
        return False
    # 2 is the only even prime number
    if num == 2:
        return True
    # All other even numbers are not prime
    if num % 2 == 0:
        return False
    # Check for divisors from 3 up to the integer square root
    limit = math.isqrt(num)
    for divisor in range(3, limit + 1, 2):
        if num % divisor == 0:
            return False
    return True

def sum_of_digits(number):
    total_sum = 0
    # Iterate through each digit of the number
    for digit_char in str(number):
        total_sum += int(digit_char)
    return total_sum

def find_largest_prime_and_digit_sum(lst):
    largest_prime_index = -1
    for element in lst:
        if check_prime(element):
            if element > largest_prime_index:
                largest_prime_index = element
    
    return sum_of_digits(largest_prime_index)"
163,"    lower = max(2, min(a, b))
    upper = min(8, max(a, b))

    return [i for i in range(lower, upper+1) if i % 2 == 0]
","def generate_integers(a, b):
    # Determines actual iteration extent.
    lower_limit = min(a, b)
    upper_limit = max(a, b)

    # Empty list: accepts all even digits.
    output_even_digits = []

    # Iterates using defined limits.
    for idx in range(lower_limit, upper_limit + 1):
        # Ascertains if digit is even; also, one digit only.
        if idx % 2 == 0 and idx < 10:
            output_even_digits.append(idx)
            
    # Delivers all accumulated even digits.
    return output_even_digits","def generate_integers(a, b):
    # Identifies the range to iterate over.
    lower_limit = min(a, b)
    upper_limit = max(a, b)

    # Initialize an empty list to store even digits.
    result_even_digits = []

    # Loop through the specified range of numbers.
    for current_number in range(lower_limit, upper_limit + 1):
        # Check if the number is even and less than 10 (single-digit).
        if current_number % 2 == 0 and current_number < 10:
            result_even_digits.append(current_number)
            
    # Return the list of even digits found.
    return result_even_digits"
14,"    result = []

    for i in range(len(string)):
        result.append(string[:i+1])
    return result
","from typing import List


def all_prefixes(input_data: str) -> List[str]:
    """""" Generate list of all prefixes from shortest to longest. """"""
    all_data = []
    data_length = len(input_data)
    for idx_j in range(data_length):
        a_prefix = input_data[0 : idx_j + 1]
        all_data.append(a_prefix)
    return all_data","from typing import List


def generate_all_prefixes(input_string: str) -> List[str]:
    """""" Produce a list containing all prefixes, from shortest to longest. """"""
    prefixes_list = []
    input_length = len(input_string)
    for index_k in range(input_length):
        current_prefix = input_string[:index_k + 1]
        prefixes_list.append(current_prefix)
    return prefixes_list"
88,"    return [] if len(array) == 0 else sorted(array, reverse= (array[0]+array[-1]) % 2 == 0) 
","def sort_array(array_data_list: list[int]) -> list[int]:
    """"""
    Arranges elements in an array based on the parity of the sum of its initial and last elements.
    """"""
    # A copy is always returned, even for empty or single-element inputs.
    if len(array_data_list) <= 1:
        return list(array_data_list)

    # Acquire initial and last elements for the sum calculation.
    initial_element = array_data_list[0]
    last_element = array_data_list[-1]
    elements_j_add = initial_element + last_element

    # Determine sorting order and apply it to a fresh copy.
    if elements_j_add % 2 != 0:  # If the sum is odd, sort ascending.
        ordered_data_list = sorted(array_data_list)
    else:  # If the sum is even, sort descending.
        ordered_data_list = sorted(array_data_list, reverse=True)

    return ordered_data_list","def arrange_array_elements(array_data_list: list[int]) -> list[int]:
    """"""
    Arranges elements in an array based on whether the sum of its first and last elements is odd or even.
    """"""
    # A copy is always returned, even for empty or single-element inputs.
    if len(array_data_list) <= 1:
        return array_data_list.copy()

    # Retrieve the initial and last elements to calculate their sum.
    initial_element = array_data_list[0]
    last_element = array_data_list[-1]
    elements_j_add = initial_element + last_element

    # Decide sorting order based on the parity of the sum and sort the array accordingly.
    if elements_j_add % 2 != 0:  # If the sum is odd, sort in ascending order.
        ordered_data_list = sorted(array_data_list)
    else:  # If the sum is even, sort in descending order.
        ordered_data_list = sorted(array_data_list, reverse=True)

    return ordered_data_list"
121,"    return sum([x for idx, x in enumerate(lst) if idx%2==0 and x%2==1])
","def solution(an_input_list_data):
    # Initialize an overall amount accumulator.
    a_grand_overall_amount = 0

    # Iterate, using an index and an element, an input list data.
    for an_index, an_element in enumerate(an_input_list_data):
        # If an index is an even position.
        if an_index % 2 == 0:
            # If an element is odd.
            if an_element % 2 != 0:
                # Add an odd element (at an even position), overall amount increases.
                a_grand_overall_amount += an_element

    # Output an accumulated grand overall amount.
    return a_grand_overall_amount","def solution(an_input_list_data):
    # Initialize a total amount accumulator.
    total_amount = 0

    # Iterate through the list data, using an index and an element.
    for i in range(len(an_input_list_data)):
        # If the index is even.
        if i % 2 == 0:
            # If the element is odd.
            if an_input_list_data[i] % 2 != 0:
                # Add the odd element at an even index to the total amount.
                total_amount += an_input_list_data[i]

    # Return the accumulated total amount.
    return total_amount"
122,"    return sum(elem for elem in arr[:k] if len(str(elem)) <= 2)
","def add_elements(arr, k):
    # An initial local overall add is zeroed.
    overall_add = 0
    # Loop over the initial k elements.
    for loop_index in range(k):
        an_item = arr[loop_index]
        # An item's digit count is assessed. Only keeping values up to two digits.
        if abs(an_item) < 100:
            overall_add += an_item
    return overall_add","def calculate_initial_sum(arr, k):
    # Initialize the total sum to zero.
    initial_total = 0
    # Iterate over the first k elements in the array.
    for index in range(k):
        current_element = arr[index]
        # Consider only values with a digit count up to two digits.
        if abs(current_element) < 100:
            initial_total += current_element
    return initial_total"
64,"    vowels = ""aeiouAEIOU""
    n_vowels = sum(c in vowels for c in s)
    if s[-1] == 'y' or s[-1] == 'Y':
        n_vowels += 1
    return n_vowels
","def vowels_count(local_input_data):
    local_alpha_amount = 0
    legal_alpha_units = {'a', 'e', 'i', 'o', 'u'}

    processed_data = local_input_data.lower()
    data_length = len(processed_data)

    for loop_index, local_alpha_unit in enumerate(processed_data):
        if local_alpha_unit in legal_alpha_units:
            local_alpha_amount += 1
        elif local_alpha_unit == 'y' and loop_index == data_length - 1:
            local_alpha_amount += 1

    return local_alpha_amount","def count_vowels(local_input_data):
    vowel_count = 0
    valid_letters = {'a', 'e', 'i', 'o', 'u'}

    normalized_data = local_input_data.lower()
    total_characters = len(normalized_data)

    for index, letter in enumerate(normalized_data):
        if letter in valid_letters:
            vowel_count += 1
        elif letter == 'y' and index == total_characters - 1:
            vowel_count += 1

    return vowel_count"
